,ARREST_DATE, TOP_CHARGE_DESCRIPTION,HOME_PSA,CRIME_PSA
568,9/13/17,Resisting Arrest,108,106
569,9/14/17,Assault With A Dangerous Weapon,706,206
570,9/14/17,Robbery,701,106
571,9/14/17,Simple Assault,705,704
572,9/14/17,Simple Assault,506,504
573,9/14/17,Simple Assault,506,504
574,9/14/17,Simple Assault,406,105
575,9/14/17,Simple Assault,108,605
576,9/14/17,Custody Order (Pre-Petition),506,Court
577,9/15/17,Possession Of Bb Gun,505,703
578,9/15/17,Simple Assault,507,101
579,9/15/17,Destruction Of Property Less Than $1000,708,708
580,9/15/17,Failure To Appear (OAG),505,703
581,9/15/17,Fugitive From Justice,608,606
582,9/15/17,Fugitive From Justice,606,606
583,9/15/17,Absconder (Custody Order),604,604
584,9/16/17,Assault On A Police Officer (simple Assault),707,403
585,9/16/17,Simple Assault,Out of State,202
586,9/16/17,Throwing Stones Or Missiles - Any Person Who Throws Stones Or Other Missiles At Persons Passing On The Street Or In Any Other P,602,602
587,9/16/17,Destruction Of Property Less Than $1000,105,105
588,9/16/17,Custody Order (Pre-Petition),Out of State,Court
589,9/17/17,Threats To Do Bodily Harm -misd,704,704
590,9/17/17,Simple Assault,Unknown,107
591,9/17/17,Simple Assault,705,306
592,9/17/17,Simple Assault,705,306
593,9/17/17,Metro - Fail To Pay Fare,405,405
594,9/17/17,Destruction Of Property Less Than $1000,Unknown,305
595,9/18/17,Assault W/intent To Commit First Degree Sexual Abuse (force) (rape),602,506
596,9/18/17,Theft Second Degree (all Other Larceny),507,103
597,9/18/17,Theft Second Degree (all Other Larceny),107,103
598,9/18/17,Possession Of Bb Gun,302,501
599,9/18/17,Simple Assault,406,406
600,9/18/17,Simple Assault,608,604
601,9/18/17,Poss W/i To Dist A Controlled Substance,Out of State,307
602,9/18/17,Fugitive From Justice,506,108
603,9/18/17,Contempt - Condition Of Release Violation,701,701
604,9/18/17,Absconder (Custody Order),608,505
605,9/18/17,Unlawful Entry,608,505
606,9/18/17,Unlawful Entry,404,404
607,9/18/17,Unlawful Entry,605,603
608,9/19/17,Assault W/i To Murder,106,108
609,9/19/17,Robbery,602,105
610,9/19/17,Burglary One,607,607
611,9/19/17,Possession Of Bb Gun,708,708
612,9/19/17,Affray,502,108
613,9/19/17,Affray,106,108
614,9/19/17,Failure To Appear (OAG),506,506
615,9/19/17,Failure To Appear (OAG),105,Court
616,9/20/17,Robbery,708,708
617,9/20/17,Unarmed Carjacking,602,608
618,9/20/17,Kidnapping,706,107
619,9/20/17,Assault On A Police Officer (simple Assault),409,404
620,9/20/17,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,106,106
621,9/20/17,Simple Assault,703,606
622,9/20/17,Simple Assault,602,602
623,9/20/17,Poss Of A Controlled Substance -misd,105,108
624,9/20/17,Unauthorized Use Of A Vehicle,405,207
625,9/20/17,Failure To Appear (OAG),602,602
626,9/20/17,Absconder (Custody Order),502,Court
627,9/20/17,Absconder (Custody Order),Unknown,Court
628,9/21/17,Theft Second Degree (all Other Larceny),701,701
629,9/21/17,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,703,409
630,9/22/17,Sex Abuse- Misd,602,108
631,9/22/17,Simple Assault,502,502
632,9/22/17,Simple Assault,507,108
633,9/22/17,Receiving Stolen Property,103,103
634,9/22/17,Unlawful Entry Of A Motor Vehicle,708,708
635,9/22/17,Absconder (Custody Order),608,102
636,9/23/17,Robbery,306,403
637,9/23/17,Simple Assault,708,602
638,9/23/17,Metro - Fail To Pay Fare,Out of State,102
639,9/23/17,Absconder (Custody Order),306,306
640,9/25/17,Assault With A Dangerous Weapon,501,501
641,9/25/17,Theft First Degree (all Other Larceny),308,206
642,9/25/17,Theft Second Degree (all Other Larceny),308,207
643,9/25/17,Theft First Degree (all Other Larceny),308,207
644,9/25/17,Theft Second Degree (all Other Larceny),Out of State,207
645,9/25/17,Theft Second Degree (all Other Larceny),308,207
646,9/25/17,Theft Second Degree (all Other Larceny),Out of State,207
647,9/25/17,Simple Assault,606,707
648,9/25/17,Simple Assault,607,607
649,9/25/17,Absconder (Custody Order),704,105
650,9/26/17,Theft Second Degree (theft From Building),Unknown,302
651,9/26/17,Simple Assault,Out of State,506
652,9/26/17,Simple Assault,705,506
653,9/26/17,Contempt - Misdemeanor,707,District
654,9/26/17,Absconder (Custody Order),608,608
655,9/27/17,Robbery,604,608
656,9/27/17,Robbery,406,406
657,9/27/17,Simple Assault,406,406
658,9/27/17,Simple Assault,705,705
659,9/27/17,Simple Assault,606,606
660,9/27/17,Simple Assault,404,407
661,9/27/17,Affray,505,505
662,9/27/17,Affray,506,505
663,9/27/17,Absconder (Custody Order),605,Court
664,9/27/17,Absconder (Custody Order),604,304
665,9/27/17,Custody Order (Pre-Petition),503,504
666,9/27/17,Custody Order (Pre-Petition),608,District
667,9/27/17,Custody Order (Pre-Petition),703,105
668,9/27/17,Custody Order (Pre-Petition),604,105
669,9/28/17,Assault With A Dangerous Weapon,302,302
670,9/28/17,Robbery,602,604
671,9/28/17,Robbery,707,108
672,9/28/17,Theft Second Degree (theft From Building),308,106
673,9/28/17,Possession Of Unregistered Ammunition,703,703
674,9/28/17,Simple Assault,702,302
675,9/28/17,Poss W/i To Dist A Controlled Substance,409,105
676,9/28/17,Absconder (Custody Order),708,Court
677,9/28/17,Custody Order (Pre-Petition),403,403
678,9/28/17,Absconder (Custody Order),704,Court
679,9/28/17,Custody Order (Pre-Petition),703,Court
680,9/28/17,Custody Order (Pre-Petition),604,Court
681,9/28/17,Unlawful Entry,707,108
682,9/29/17,Simple Assault,705,707
683,9/29/17,Simple Assault,603,603
684,9/29/17,Fugitive From Justice,601,105
685,9/29/17,Absconder (Custody Order),701,Court
686,9/29/17,Absconder (Custody Order),601,601
687,9/30/17,Robbery,707,302
688,9/30/17,Robbery,707,302
689,9/30/17,Assault On A Police Officer (simple Assault),402,403
690,9/30/17,Poss Prohibited Weapon,502,703
691,9/30/17,Simple Assault,703,701
692,9/30/17,Metro - Fail To Pay Fare,Out of State,102
693,9/30/17,Allow Operation W/improper Tags,402,402
694,9/30/17,Unlawful Entry,Out of State,706
695,9/30/17,Resisting Arrest,706,105
696,10/1/17,Assault With A Dangerous Weapon,704,704
697,10/1/17,Theft Second Degree (all Other Larceny),505,505
698,10/1/17,Simple Assault,604,604
699,10/2/17,Theft Second Degree (theft From Building),108,302
700,10/2/17,Theft Second Degree (theft From Building),603,302
701,10/2/17,Possession Of Bb Gun,507,507
702,10/2/17,Carry Pistol W/o Lic -outside Home/business,505,505
703,10/2/17,Simple Assault,107,602
704,10/2/17,Failure To Appear (OAG),106,106
705,10/2/17,Failure To Appear (OAG),505,504
706,10/2/17,Absconder (Custody Order),405,102
707,10/3/17,Robbery,704,102
708,10/3/17,Assault On A Police Officer (simple Assault),703,602
709,10/3/17,Simple Assault,603,603
710,10/3/17,Destruction Of Public Property,502,102
711,10/3/17,Fugitive From Justice,707,Court
712,10/3/17,Absconder (Custody Order),409,Court
713,10/3/17,Absconder (Custody Order),302,Court
714,10/4/17,Robbery,606,304
715,10/4/17,Robbery,501,304
716,10/4/17,Robbery,Unknown,304
717,10/4/17,Robbery,705,304
718,10/4/17,Robbery,606,304
719,10/4/17,Robbery,501,304
720,10/4/17,Robbery,705,304
721,10/4/17,Robbery,Out of State,304
722,10/4/17,Simple Assault,703,703
723,10/4/17,Metro - Fail To Pay Fare,Out of State,103
724,10/4/17,Custody Order (Pre-Petition),708,707
725,10/4/17,Absconder (Custody Order),602,Court
726,10/4/17,Absconder (Custody Order),407,Court
727,10/4/17,Tampering Of Gps Device,704,608
728,10/5/17,Theft First Degree (shoplifting),706,505
729,10/5/17,Assault On A Police Officer (simple Assault),103,308
730,10/5/17,Carry Dangerous Weapon- Misd,Unknown,405
731,10/5/17,Simple Assault,701,701
732,10/5/17,Absconder (Custody Order),401,401
733,10/5/17,Absconder (Custody Order),605,Court
734,10/5/17,Absconder (Custody Order),502,102
735,10/5/17,,401,401
736,10/6/17,Assault With A Dangerous Weapon,604,405
737,10/6/17,Robbery,602,502
738,10/6/17,Robbery,602,502
739,10/6/17,Unlawful Poss Firearm -misd,603,603
740,10/6/17,Possession Of Bb Gun,Unknown,502
741,10/6/17,Destruction Of Property Less Than $1000,605,505
742,10/6/17,Absconder (Custody Order),603,Court
743,10/6/17,Absconder (Custody Order),705,District
744,10/7/17,Failure To Appear (OAG),606,Court
745,10/7/17,Absconder (Custody Order),702,106
746,10/8/17,Possession Of Bb Gun,304,302
747,10/8/17,Simple Assault,501,102
748,10/8/17,Simple Assault,Out of State,102
749,10/8/17,Simple Assault,702,703
750,10/8/17,Threats To Do Bodily Harm -misd,602,601
751,10/8/17,Destruction Of Property Less Than $1000,Out of State,101
752,10/8/17,Destruction Of Public Property,507,104
753,10/8/17,Absconder (Custody Order),502,502
754,10/9/17,Robbery,607,108
755,10/9/17,Robbery,308,308
756,10/9/17,Robbery,706,101
757,10/9/17,Robbery,304,101
758,10/9/17,Robbery,Out of State,101
759,10/9/17,Robbery,308,101
760,10/9/17,Assault On A Police Officer (simple Assault),603,603
761,10/9/17,Simple Assault,603,305
762,10/9/17,Threats To Do Bodily Harm -misd,703,603
763,10/9/17,Destruction Of Property Less Than $1000,507,507
764,10/9/17,Absconder (Custody Order),604,606
765,10/10/17,Robbery,306,403
766,10/10/17,Robbery,106,107
767,10/10/17,Robbery,Out of State,505
768,10/10/17,Theft Second Degree (all Other Larceny),Out of State,101
769,10/10/17,Simple Assault,702,603
770,10/10/17,Gambling,306,705
771,10/10/17,Fugitive From Justice,705,District
772,10/10/17,Fugitive From Justice,Out of State,101
773,10/10/17,Absconder (Custody Order),106,102
774,10/10/17,Absconder (Custody Order),608,Court
775,10/10/17,Absconder (Custody Order),501,501
776,10/11/17,Poss Prohibited Weapon,302,202
777,10/11/17,Simple Assault,Out of State,506
778,10/11/17,Simple Assault,701,703
779,10/11/17,Simple Assault,702,607
780,10/11/17,Simple Assault,504,602
781,10/11/17,Contempt - Condition Of Release Violation,701,701
782,10/11/17,Absconder (Custody Order),503,107
783,10/11/17,Absconder (Custody Order),407,Court
784,10/12/17,Attempt To Commit Robbery,607,106
785,10/12/17,Robbery,708,705
786,10/12/17,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,502,707
787,10/12/17,Simple Assault,Unknown,105
788,10/12/17,Fugitive From Justice,Out of State,Court
789,10/13/17,Burglary Two,506,501
790,10/13/17,Burglary Two,501,501
791,10/13/17,Burglary Two,506,501
792,10/13/17,Burglary Two,704,501
793,10/13/17,Carry Pistol W/o Lic -outside Home/business,704,706
794,10/13/17,Simple Assault,506,JPC
795,10/13/17,Simple Assault,607,JPC
796,10/13/17,Simple Assault,604,603
797,10/13/17,Simple Assault,604,603
798,10/13/17,Distribution Of Marijuana-misd,507,506
799,10/13/17,Absconder (Custody Order),604,102
800,10/13/17,Absconder (Custody Order),606,Court
801,10/13/17,Absconder (Custody Order),705,Court
802,10/13/17,Custody Order (Pre-Petition),703,703
803,10/13/17,Custody Order (Pre-Petition),703,703
804,10/13/17,Absconder (Custody Order),708,Court
805,10/14/17,Robbery,604,504
806,10/14/17,Theft Second Degree (all Other Larceny),Out of State,202
807,10/14/17,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,308,308
808,10/14/17,Fraud 1st Deg $1000 Or More,108,602
809,10/14/17,Unauthorized Use Of A Vehicle,704,608
810,10/14/17,Failure To Appear (OAG),707,Court
811,10/14/17,Absconder (Custody Order),105,Court
812,10/14/17,No Permit,704,608
813,10/15/17,Tampering With An Automobile,103,102
814,10/15/17,Theft Second Degree (all Other Larceny),604,305
815,10/15/17,Assault On A Police Officer (simple Assault),608,704
816,10/15/17,Simple Assault,604,606
817,10/15/17,Simple Assault,107,107
818,10/15/17,Fugitive From Justice,604,606
819,10/15/17,Contempt - Condition Of Release Violation,701,701
820,10/15/17,Absconder (Custody Order),608,Court
821,10/16/17,Robbery,705,705
822,10/16/17,Simple Assault,703,703
823,10/16/17,Simple Assault,402,402
824,10/16/17,Unauthorized Use Of A Vehicle,608,104
825,10/16/17,Fugitive From Justice,608,District
826,10/16/17,Custody Order (Pre-Petition),708,505
827,10/17/17,Assault With A Dangerous Weapon,402,402
828,10/17/17,Robbery,607,607
829,10/17/17,Robbery,706,607
830,10/17/17,Robbery,604,403
831,10/17/17,Destruction Of Property $1000 Or More,405,405
832,10/17/17,Failure To Appear (OAG),706,Court
833,10/17/17,Fugitive From Justice,708,602
834,10/17/17,Failure To Appear (OAG),501,102
835,10/17/17,Absconder (Custody Order),607,607
836,10/17/17,Custody Order (Pre-Petition),706,Court
837,10/17/17,Absconder (Custody Order),603,603
838,10/17/17,Absconder (Custody Order),608,603
839,10/17/17,Unlawful Entry,Out of State,303
840,10/17/17,Unlawful Entry,404,303
841,10/18/17,Assault With A Dangerous Weapon,507,108
842,10/18/17,Assault With A Dangerous Weapon,604,108
843,10/18/17,Robbery,601,601
844,10/18/17,Theft Second Degree (theft From Building),701,108
845,10/18/17,Theft Second Degree (all Other Larceny),Out of State,202
846,10/18/17,Theft Second Degree (all Other Larceny),Out of State,202
847,10/18/17,Destruction Of Property $1000 Or More,702,102
848,10/18/17,Destruction Of Property $1000 Or More,703,102
849,10/18/17,Absconder (Custody Order),602,Court
850,10/19/17,Theft Second Degree (theft From Building),702,105
851,10/19/17,Threats To Do Bodily Harm -misd,Unknown,504
852,10/19/17,Simple Assault,702,702
853,10/19/17,Simple Assault,606,702
854,10/20/17,Robbery,601,602
855,10/20/17,Robbery,601,602
856,10/20/17,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,503,502
857,10/20/17,Simple Assault,Out of State,107
858,10/20/17,Failure To Appear (OAG),703,703
859,10/20/17,Custody Order (Pre-Petition),608,District
860,10/20/17,Custody Order (Pre-Petition),Out of State,704
861,10/20/17,Custody Order (Pre-Petition),604,705
862,10/20/17,Absconder (Custody Order),603,501
863,10/20/17,Custody Order (Pre-Petition),Unknown,106
864,10/20/17,Unlawful Entry,Out of State,108
865,10/21/17,Carrying a Pistol Without a License (Outside Home or Place of Business) 2015,306,501
866,10/21/17,Metro - Fail To Pay Fare,Out of State,102
867,10/21/17,Destruction Of Property Less Than $1000,506,506
868,10/21/17,Craps,306,705
869,10/21/17,Absconder (Custody Order),603,Court
870,10/21/17,Custody Order (Pre-Petition),Out of State,105
871,10/22/17,Assault With A Dangerous Weapon,507,507
872,10/22/17,Simple Assault,405,405
873,10/22/17,Distribution Of Marijuana-misd,707,707
874,10/22/17,Receiving Stolen Property,304,308
875,10/23/17,Simple Assault,706,608
876,10/23/17,Threats To Do Bodily Harm -misd,704,703
877,10/23/17,Threat To Kidnap Or Injure A Person,402,402
878,10/23/17,Simple Assault,702,702
879,10/23/17,Affray,601,602
880,10/23/17,Affray,601,602
881,10/23/17,Receiving Stolen Property-misd,608,701
882,10/23/17,Destruction Of Property Less Than $1000,506,506
883,10/23/17,No Permit,608,701
884,10/23/17,Unlawful Entry,Out of State,206
885,10/24/17,Assault/mayhem Or With Dangerous Weapon,601,603
886,10/24/17,Robbery,702,707
887,10/24/17,Threats To Do Bodily Harm -misd,704,704
888,10/24/17,Fugitive From Justice,604,108
889,10/24/17,Absconder (Custody Order),506,504
890,10/24/17,Absconder (Custody Order),404,502
891,10/24/17,Absconder (Custody Order),402,407
892,10/25/17,Robbery,703,703
893,10/25/17,Robbery,506,506
894,10/25/17,Theft Second Degree (theft From Building),607,206
895,10/25/17,Theft Second Degree (all Other Larceny),703,704
896,10/25/17,Threats To Do Bodily Harm -misd,701,607
897,10/25/17,Simple Assault,702,607
898,10/25/17,Simple Assault,606,106
899,10/25/17,Metro - Fail To Pay Fare,503,505
900,10/25/17,Destruction Of Property Less Than $1000,Unknown,701
901,10/25/17,Failure To Appear (OAG),308,308
902,10/25/17,Absconder (Custody Order),501,603
903,10/25/17,Absconder (Custody Order),703,District
904,10/25/17,Custody Order (Pre-Petition),608,Court
905,10/26/17,Murder I,603,106
906,10/26/17,Attempt To Commit Robbery,703,703
907,10/26/17,Robbery,703,703
908,10/26/17,Robbery,702,703
909,10/26/17,Robbery,703,703
910,10/26/17,Robbery,Unknown,606
911,10/26/17,Possession Of Unregistered Firearm/unlawful Possession Of A Firearm Or Destructive Device,703,703
912,10/26/17,Possession Of Unregistered Ammunition,409,404
913,10/26/17,Simple Assault,704,704
914,10/26/17,Simple Assault,605,607
915,10/27/17,Simple Assault,103,103
916,10/27/17,Simple Assault,103,103
917,10/27/17,Unauthorized Use Of A Vehicle,704,207
918,10/27/17,No Permit,704,207
919,10/28/17,Theft Second Degree (theft From Building),Unknown,604
920,10/28/17,Simple Assault,603,405
921,10/28/17,Failure To Appear (OAG),403,District
922,10/28/17,Absconder (Custody Order),702,103
923,10/29/17,Theft Second Degree (theft From Building),106,103
924,10/29/17,Simple Assault,603,603
925,10/29/17,Receiving Stolen Property,602,602
926,10/29/17,Failure To Appear (OAG),708,Court
927,10/30/17,Robbery,708,102
928,10/30/17,Robbery,708,102
929,10/30/17,Simple Assault,207,207
930,10/30/17,Affray,607,703
931,10/30/17,Affray,605,703
932,10/30/17,Affray,507,108
933,10/30/17,Affray,401,108
934,10/30/17,Affray,507,108
935,10/30/17,Affray,701,108
936,10/30/17,Fugitive From Justice,606,106
937,10/30/17,Fugitive From Justice,Out of State,Court
938,10/30/17,Absconder (Custody Order),503,103
939,10/30/17,Absconder (Custody Order),701,603
940,10/30/17,Absconder (Custody Order),302,504
941,10/30/17,Absconder (Custody Order),603,703
942,10/30/17,Leaving After Colliding- Property Damage,706,704
943,10/30/17,No Permit,706,704
944,10/30/17,Unlawful Entry,105,701
945,10/30/17,Unlawful Entry,703,703
946,10/31/17,Robbery,505,102
947,10/31/17,Robbery,708,102
948,10/31/17,Robbery,502,102
949,10/31/17,Robbery,Out of State,102
950,10/31/17,Robbery,602,301
951,10/31/17,Robbery,602,301
952,10/31/17,Theft Second Degree (all Other Larceny),705,305
953,10/31/17,Possession Of Destructive Device,701,102
954,10/31/17,Poss Prohibited Weapon,Out of State,108
955,10/31/17,Simple Assault,605,607
956,10/31/17,Simple Assault,506,706
957,10/31/17,Simple Assault,207,207
958,10/31/17,Unauthorized Use Of A Vehicle,Out of State,401
959,10/31/17,Unauthorized Use Of A Vehicle,404,407
960,10/31/17,Unauthorized Use Of A Vehicle,403,407
961,10/31/17,Destruction Of Property Less Than $1000,108,107
962,10/31/17,Destruction Of Property Less Than $1000,108,107
963,10/31/17,Absconder (Custody Order),106,Court
964,10/31/17,Absconder (Custody Order),507,107
965,10/31/17,Unlawful Entry,505,107
966,11/1/17,First Degree Sexual Abuse,405,707
967,11/1/17,Robbery,404,302
968,11/1/17,Robbery,404,404
969,11/1/17,Robbery,404,403
970,11/1/17,Robbery,502,102
971,11/1/17,Theft Second Degree (all Other Larceny),404,404
972,11/1/17,Theft Second Degree (all Other Larceny),404,409
